BU/L1/s-EB/(LR[1-8],[M,A],1)/b
BU/L2/s-EB/(LR[1-8],[M,A],1)/b
BU/L3/s-EB/(LR[1-8],[M,A],1)/b
BU/L4/s-EB/(LR[1-8],[M,A],1)/b
BU/L5/s-EB/(LR[1-8],[M,A],1)/b
BU/L6/s-EB/(LR[1-8],[M,A],1)/b
BU/L7/s-EB/(LR[1-8],[M,A],1)/b
BU/L8/s-EB/(LR[1-8],[M,A],1)/b
BU/L9/s-EB/(LR[1-8],[M,A],1)/b
BU/L10/s-EB/(LR[1-8],[M,A],1)/b
BU/L11/s-EB/(LR[1-8],[M,A],1)/b
BU/L12/s-EB/(LR[1-8],[M,A],1)/b
BU/L13/s-EB/(LR[1-8],[M,A],1)/b
BU/L14/s-EB/(LR[1-8],[M,A],1)/b
BU/L15/s-EB/(LR[1-8],[M,A],1)/b
BU/L16/s-EB/(LR[1-8],[M,A],1)/b
BU/L33/s-EB/(LR[1-8],A,[3,4])/b
BU/L34/s-EB/(LR[1-8],A,[3,4])/b
BU/L35/s-EB/(LR[1-8],A,[3,4])/b
BU/L36/s-EB/(LR[1-8],A,[3,4])/b
BU/L37/s-EB/(LR[1-8],A,[3,4])/b
BU/L38/s-EB/(LR[1-8],A,[3,4])/b
BU/L39/s-EB/(LR[1-8],A,[3,4])/b
BU/L40/s-EB/(LR[1-8],A,[3,4])/b
BU/L41/s-EB/(LR[1-8],A,[3,4])/b
BU/L42/s-EB/(LR[1-8],A,[3,4])/b
BU/L43/s-EB/(LR[1-8],A,[3,4])/b
BU/L44/s-EB/(LR[1-8],A,[3,4])/b
BU/L45/s-EB/(LR[1-8],A,[3,4])/b
BU/L46/s-EB/(LR[1-8],A,[3,4])/b
BU/L47/s-EB/(LR[1-8],A,[3,4])/b
BU/L48/s-EB/(LR[1-8],A,[3,4])/b
BU/L17/s-EB/(LR[1-8],A,[1,2])/b
BU/L18/s-EB/(LR[1-8],A,[1,2])/b
BU/L19/s-EB/(LR[1-8],A,[1,2])/b
BU/L20/s-EB/(LR[1-8],A,[1,2])/b
BU/L21/s-EB/(LR[1-8],A,[1,2])/b
BU/L22/s-EB/(LR[1-8],A,[1,2])/b
BU/L23/s-EB/(LR[1-8],A,[1,2])/b
BU/L24/s-EB/(LR[1-8],A,[1,2])/b
BU/L25/s-EB/(LR[1-8],A,[1,2])/b
BU/L26/s-EB/(LR[1-8],A,[1,2])/b
BU/L27/s-EB/(LR[1-8],A,[1,2])/b
BU/L28/s-EB/(LR[1-8],A,[1,2])/b
BU/L29/s-EB/(LR[1-8],A,[1,2])/b
BU/L30/s-EB/(LR[1-8],A,[1,2])/b
BU/L31/s-EB/(LR[1-8],A,[1,2])/b
BU/L32/s-EB/(LR[1-8],A,[1,2])/b
BU/L49/s-EB/(LR[1-8],A,4)/b
BU/L50/s-EB/(LR[1-8],A,4)/b
BU/L51/s-EB/(LR[1-8],A,4)/b
BU/L52/s-EB/(LR[1-8],A,4)/b
BU/L53/s-EB/(LR[1-8],A,4)/b
BU/L54/s-EB/(LR[1-8],A,4)/b
BU/L55/s-EB/(LR[1-8],A,4)/b
BU/L56/s-EB/(LR[1-8],A,4)/b
BU/L57/s-EB/(LR[1-8],A,4)/b
BU/L58/s-EB/(LR[1-8],A,4)/b
BU/L59/s-EB/(LR[1-8],A,4)/b
BU/L60/s-EB/(LR[1-8],A,4)/b
BU/L61/s-EB/(LR[1-8],A,4)/b
BU/L62/s-EB/(LR[1-8],A,4)/b
BU/L63/s-EB/(LR[1-8],A,4)/b
BU/L64/s-EB/(LR[1-8],A,4)/b
BU/L65/s-EB/(LR[1-8],M,4)/b
BU/L66/s-EB/(LR[1-8],M,4)/b
BU/L67/s-EB/(LR[1-8],M,4)/b
BU/L68/s-EB/(LR[1-8],M,4)/b
BU/L69/s-EB/(LR[1-8],M,4)/b
BU/L70/s-EB/(LR[1-8],M,4)/b
BU/L71/s-EB/(LR[1-8],M,4)/b
BU/L72/s-EB/(LR[1-8],M,4)/b
BU/L73/s-EB/(LR[1-8],M,4)/b
BU/L74/s-EB/(LR[1-8],M,4)/b
BU/L75/s-EB/(LR[1-8],M,4)/b
BU/L76/s-EB/(LR[1-8],M,4)/b
BU/L77/s-EB/(LR[1-8],M,4)/b
BU/L78/s-EB/(LR[1-8],M,4)/b
BU/L79/s-EB/(LR[1-8],M,4)/b
BU/L80/s-EB/(LR[1-8],M,4)/b
